name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
Argentina,2020-09-11,19.8,12.8,16.5,19.8,12.8,16.5,7.3,58.8,0.0,0,0.0,,0.0,0.0,35.3,18.7,204.3,1013.7,36.4,10.0,188.1,16.2,9,,2020-09-11T06:57:46,2020-09-11T18:42:37,0.81,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"87582099999,87585099999,87553099999,F6563,SAEZ,SADF,SABE,87593099999,87576099999"
Argentina,2020-09-12,14.6,9.3,12.7,14.6,8.1,12.6,6.0,64.4,0.0,0,0.0,,0.0,0.0,,21.9,106.5,1017.3,24.5,10.0,240.5,20.7,10,,2020-09-12T06:56:22,2020-09-12T18:43:19,0.86,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"87582099999,87585099999,87553099999,F6563,SADF,SABE,87593099999,87576099999"
Argentina,2020-09-13,17.7,10.4,14.9,17.7,10.4,14.9,9.2,70.9,0.0,0,0.0,,0.0,0.0,35.3,17.2,111.4,1016.5,24.2,9.7,219.2,18.9,8,,2020-09-13T06:54:57,2020-09-13T18:44:01,0.9,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"87582099999,87585099999,87553099999,F6563,SADF,SABE,87593099999,87576099999"
Argentina,2020-09-14,15.2,8.7,12.7,15.2,7.7,12.5,0.2,42.8,0.0,0,0.0,,0.0,0.0,,14.0,118.7,1027.4,0.0,9.9,249.3,21.5,10,,2020-09-14T06:53:32,2020-09-14T18:44:44,0.95,Clear,Clear conditions throughout the day.,clear-day,"87582099999,87585099999,87553099999,F6563,SADF,SABE,87593099999,87576099999"
Argentina,2020-09-15,14.9,10.5,12.7,14.9,10.5,12.7,4.9,59.6,0.0,0,0.0,,0.0,0.0,,25.9,143.3,1021.9,43.7,10.0,103.5,8.9,6,,2020-09-15T06:52:07,2020-09-15T18:45:26,0.98,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"87582099999,87585099999,87553099999,F6563,SADF,SABE,87593099999,87576099999"
Argentina,2020-09-16,16.9,9.7,14.0,16.9,9.7,14.0,9.4,74.6,0.0,0,0.0,,0.0,0.0,,14.4,92.3,1017.0,21.6,9.6,252.9,21.8,10,,2020-09-16T06:50:42,2020-09-16T18:46:09,1.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"87582099999,87585099999,87553099999,F6563,SADF,SABE,87593099999,87576099999"
Argentina,2020-09-17,26.1,10.7,17.8,26.1,10.7,17.8,7.0,52.7,0.0,0,0.0,,0.0,0.0,,21.7,289.7,1011.9,36.2,10.0,246.7,21.1,8,,2020-09-17T06:49:16,2020-09-17T18:46:52,0.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"87582099999,87585099999,87553099999,F6563,SAEZ,SADF,SABE,87593099999,87576099999"
Argentina,2020-09-18,21.5,14.2,17.8,21.5,14.2,17.8,5.9,46.9,0.0,0,0.0,,0.0,0.0,,19.4,131.4,1011.4,20.7,10.0,295.5,25.4,10,,2020-09-18T06:47:51,2020-09-18T18:47:35,0.01,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"87582099999,87585099999,87553099999,F6563,SADF,SABE,87593099999,87576099999"
Argentina,2020-09-19,15.1,10.5,12.9,15.1,10.5,12.9,-2.5,35.4,0.0,0,0.0,,0.0,0.0,38.9,19.0,197.6,1022.4,11.7,10.0,255.8,22.0,10,,2020-09-19T06:46:25,2020-09-19T18:48:17,0.03,Clear,Clear conditions throughout the day.,clear-day,"87582099999,87585099999,87553099999,F6563,SAEZ,SADF,SABE,87593099999,87576099999"
Argentina,2020-09-20,20.2,8.2,14.1,20.2,6.5,13.8,-4.2,29.1,0.0,0,0.0,,0.0,0.0,38.9,20.1,244.3,1023.2,0.0,10.0,264.8,23.0,10,,2020-09-20T06:45:00,2020-09-20T18:49:01,0.07,Clear,Clear conditions throughout the day.,clear-day,"87582099999,87585099999,87553099999,F6563,SADF,SABE,87593099999,87576099999"
Argentina,2020-09-21,13.5,7.5,11.1,13.5,6.0,10.9,2.2,54.6,0.0,0,0.0,,0.0,0.0,,17.4,90.7,1025.5,5.9,10.0,244.0,21.1,10,,2020-09-21T06:43:34,2020-09-21T18:49:44,0.11,Clear,Clear conditions throughout the day.,clear-day,"87582099999,87585099999,87553099999,F6563,SADF,SABE,87593099999,87576099999"
Argentina,2020-09-22,17.5,10.5,13.4,17.5,10.5,13.4,7.5,67.9,0.0,0,0.0,,0.0,0.0,,18.4,70.5,1022.5,31.2,10.0,183.8,15.9,10,,2020-09-22T06:42:09,2020-09-22T18:50:27,0.16,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"87582099999,87585099999,87553099999,F6563,SADF,SABE,87593099999,87576099999"
Argentina,2020-09-23,20.8,13.7,16.5,20.8,13.7,16.5,9.9,66.2,0.0,0,0.0,,0.0,0.0,,15.3,174.0,1021.0,47.0,10.0,241.1,20.7,9,,2020-09-23T06:40:43,2020-09-23T18:51:11,0.22,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"87582099999,87585099999,87553099999,F6563,SADF,SABE,87593099999,87576099999"
Argentina,2020-09-24,19.7,12.7,16.3,19.7,12.7,16.3,11.2,72.3,0.0,0,0.0,,0.0,0.0,,26.7,100.7,1019.5,50.7,10.0,222.3,19.3,8,,2020-09-24T06:39:18,2020-09-24T18:51:54,0.27,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"87582099999,87585099999,87553099999,F6563,SADF,SABE,87593099999,87576099999"
Argentina,2020-09-25,18.2,14.8,16.5,18.2,14.8,16.5,11.4,72.5,0.39,100,8.33,rain,2.2,1.0,40.7,31.6,120.0,1015.9,84.6,9.4,83.3,7.2,4,,2020-09-25T06:37:53,2020-09-25T18:52:38,0.33,"Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,snow,"87582099999,87585099999,87553099999,F6563,SADF,SABE,87593099999,87576099999"
Argentina,2020-09-26,19.3,15.0,16.6,19.3,15.0,16.6,15.4,93.4,43.55,100,12.5,rain,0.7,1.0,,28.0,104.6,1008.2,87.0,6.9,104.1,9.0,7,,2020-09-26T06:36:28,2020-09-26T18:53:22,0.37,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain or snow throughout the day.,snow,"87582099999,87585099999,87553099999,F6563,SADF,SABE,87593099999,87576099999"
Argentina,2020-09-27,16.9,13.3,15.1,16.9,13.3,15.1,13.2,88.5,2.71,100,16.67,rain,0.0,0.0,38.9,21.1,220.4,1006.4,82.1,7.8,68.8,5.8,3,,2020-09-27T06:35:03,2020-09-27T18:54:06,0.41,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"87582099999,87585099999,87553099999,F6563,SADF,SABE,87593099999,87576099999"
Argentina,2020-09-28,22.8,9.4,16.1,22.8,7.8,15.9,5.0,51.1,0.0,0,0.0,,0.0,0.0,,13.7,248.4,1012.4,1.5,10.0,267.2,23.3,10,,2020-09-28T06:33:38,2020-09-28T18:54:51,0.45,Clear,Clear conditions throughout the day.,clear-day,"87582099999,87585099999,87553099999,F6563,SAEZ,SADF,SABE,87593099999,87576099999"
Argentina,2020-09-29,22.1,13.8,17.8,22.1,13.8,17.8,10.6,63.7,0.0,0,0.0,,0.0,0.0,,19.2,165.4,1010.9,7.6,10.0,252.6,21.7,10,,2020-09-29T06:32:13,2020-09-29T18:55:36,0.47,Clear,Clear conditions throughout the day.,clear-day,"87582099999,87585099999,87553099999,F6563,SADF,SABE,87593099999,87576099999"
Argentina,2020-09-30,23.8,16.5,19.4,23.8,16.5,19.4,14.2,72.1,0.0,0,0.0,,0.0,0.0,,15.0,156.4,1006.7,4.5,10.0,269.0,23.2,10,,2020-09-30T06:30:49,2020-09-30T18:56:21,0.49,Clear,Clear conditions throughout the day.,clear-day,"87582099999,87585099999,87553099999,F6563,SADF,SABE,87593099999,87576099999"
Argentina,2020-10-01,20.9,14.9,17.7,20.9,14.9,17.7,5.7,47.0,0.0,0,0.0,,0.0,0.0,,14.9,160.4,1009.7,42.8,10.0,173.1,15.0,8,,2020-10-01T06:29:25,2020-10-01T18:57:06,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"87582099999,87585099999,87553099999,F6563,SADF,SABE,87593099999,87576099999"
Argentina,2020-10-02,15.1,9.5,11.9,15.1,6.7,11.0,5.4,64.9,0.0,0,0.0,,0.0,0.0,59.2,37.3,126.1,1021.8,28.2,10.0,272.0,23.5,10,,2020-10-02T06:28:02,2020-10-02T18:57:51,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"87582099999,87585099999,87553099999,F6563,SADF,SABE,87593099999,87576099999"
Argentina,2020-10-03,12.0,6.9,9.4,12.0,4.0,7.3,2.0,60.2,0.0,0,0.0,,0.0,0.0,46.4,35.8,125.0,1030.6,58.1,10.0,192.1,16.5,6,,2020-10-03T06:26:38,2020-10-03T18:58:37,0.52,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"87582099999,87585099999,87553099999,F6563,SADF,SABE,87593099999,87576099999"
Argentina,2020-10-04,15.4,10.4,12.7,15.4,10.4,12.7,8.6,75.9,0.39,100,4.17,rain,0.0,0.0,59.4,35.6,95.5,1023.2,62.9,9.7,144.2,12.5,9,,2020-10-04T06:25:15,2020-10-04T18:59:23,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"87582099999,87585099999,87553099999,F6563,SADF,SABE,87593099999,87576099999"
Argentina,2020-10-05,17.9,11.7,14.2,17.9,11.7,14.2,9.0,73.7,3.08,100,8.33,rain,0.0,0.0,35.3,19.4,178.4,1016.3,58.4,8.4,211.2,18.3,9,,2020-10-05T06:23:53,2020-10-05T19:00:10,0.56,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"87582099999,87585099999,87553099999,F6563,SADF,SABE,87593099999,87576099999"
Argentina,2020-10-06,18.2,10.6,14.8,18.2,10.6,14.8,10.7,77.0,0.0,0,0.0,,0.0,0.0,,15.6,141.8,1016.2,37.3,10.0,280.5,24.2,10,,2020-10-06T06:22:31,2020-10-06T19:00:56,0.59,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"87582099999,87585099999,87553099999,F6563,SADF,SABE,87593099999,87576099999"
Argentina,2020-10-07,25.3,12.4,18.7,25.3,12.4,18.7,10.2,60.9,0.0,0,0.0,,0.0,0.0,27.7,14.1,227.1,1014.9,12.0,10.0,289.2,25.0,10,,2020-10-07T06:21:09,2020-10-07T19:01:43,0.63,Clear,Clear conditions throughout the day.,clear-day,"87582099999,87585099999,87553099999,F6563,SADF,SABE,87593099999,87576099999"
Argentina,2020-10-08,19.5,12.9,16.2,19.5,12.9,16.2,8.2,60.4,0.0,0,0.0,,0.0,0.0,,21.1,113.4,1016.9,10.9,10.0,296.0,25.7,10,,2020-10-08T06:19:48,2020-10-08T19:02:31,0.68,Clear,Clear conditions throughout the day.,clear-day,"87582099999,87585099999,87553099999,F6563,SADF,SABE,87593099999,87576099999"
Argentina,2020-10-09,23.9,13.7,18.8,23.9,13.7,18.8,3.6,38.1,0.0,0,0.0,,0.0,0.0,38.9,19.1,235.4,1014.8,13.0,10.0,306.8,26.5,10,,2020-10-09T06:18:28,2020-10-09T19:03:18,0.73,Clear,Clear conditions throughout the day.,clear-day,"87582099999,87585099999,87553099999,F6563,SADF,SABE,87593099999,87576099999"
Argentina,2020-10-10,19.5,11.6,16.2,19.5,11.6,16.2,8.4,61.4,0.0,0,0.0,,0.0,0.0,,25.8,114.2,1015.6,8.0,10.0,304.0,26.3,10,,2020-10-10T06:17:08,2020-10-10T19:04:06,0.78,Clear,Clear conditions throughout the day.,clear-day,"87582099999,87585099999,87553099999,F6563,SADF,SABE,87593099999,87576099999"
Argentina,2020-10-11,18.8,13.9,16.7,18.8,13.9,16.7,8.7,59.7,0.22,100,4.17,rain,0.0,0.0,44.6,21.4,224.3,1013.6,60.5,10.0,231.6,19.8,8,,2020-10-11T06:15:48,2020-10-11T19:04:55,0.83,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"87582099999,87585099999,87553099999,F6563,SADF,SABE,87593099999,87576099999"
Argentina,2020-10-12,22.2,11.7,16.3,22.2,11.7,16.3,9.1,65.0,0.0,0,0.0,,0.0,0.0,,14.0,168.3,1017.0,27.0,10.0,301.7,26.2,10,,2020-10-12T06:14:30,2020-10-12T19:05:44,0.88,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"87582099999,87585099999,87553099999,F6563,SADF,SABE,87593099999,87576099999"
Argentina,2020-10-13,21.4,14.5,17.7,21.4,14.5,17.7,12.4,72.4,0.0,0,0.0,,0.0,0.0,,13.8,81.3,1016.3,22.9,9.8,310.0,26.8,10,,2020-10-13T06:13:12,2020-10-13T19:06:33,0.93,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"87582099999,87585099999,87553099999,F6563,SADF,SABE,87593099999,87576099999"
Argentina,2020-10-14,24.6,15.6,20.0,24.6,15.6,20.0,12.7,64.0,0.0,0,0.0,,0.0,0.0,,17.4,131.8,1016.2,25.2,10.0,303.1,26.3,10,,2020-10-14T06:11:54,2020-10-14T19:07:22,0.96,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"87582099999,87585099999,87553099999,F6563,SADF,SABE,87593099999,87576099999"
Argentina,2020-10-15,19.5,12.8,16.0,19.5,12.8,16.0,13.3,84.0,0.0,0,0.0,,0.0,0.0,,25.7,110.1,1022.6,80.3,8.7,267.0,23.1,10,,2020-10-15T06:10:38,2020-10-15T19:08:12,0.99,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"87582099999,87585099999,87553099999,F6563,SAEZ,SADF,SABE,87593099999,87576099999"
Argentina,2020-10-16,21.7,16.8,19.2,21.7,16.8,19.2,15.7,80.6,0.0,0,0.0,,0.0,0.0,,24.5,75.3,1020.1,24.0,10.0,306.4,26.4,10,,2020-10-16T06:09:22,2020-10-16T19:09:02,1.0,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"87582099999,87585099999,87553099999,F6563,SADF,SABE,87593099999,87576099999"
Argentina,2020-10-17,22.0,18.8,20.4,22.0,18.8,20.4,16.7,79.2,2.75,100,8.33,rain,0.0,0.0,,18.0,60.8,1014.3,35.0,9.8,155.6,13.4,6,,2020-10-17T06:08:07,2020-10-17T19:09:53,0.0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"87582099999,87585099999,87553099999,F6563,SADF,SABE,87593099999,87576099999"
Argentina,2020-10-18,27.9,20.0,23.9,30.4,20.0,24.4,20.0,79.5,0.0,0,0.0,,0.0,0.0,,18.8,112.4,1008.3,10.5,9.9,298.1,25.7,10,,2020-10-18T06:06:52,2020-10-18T19:10:44,0.02,Clear,Clear conditions throughout the day.,clear-day,"87582099999,87585099999,87553099999,F6563,SADF,SABE,87593099999,87576099999"
Argentina,2020-10-19,25.3,15.7,22.5,25.3,15.7,22.5,18.4,78.5,20.15,100,4.17,rain,0.0,0.0,42.5,29.1,188.1,1010.5,71.1,9.3,148.6,12.7,7,,2020-10-19T06:05:39,2020-10-19T19:11:35,0.05,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"87582099999,87585099999,87553099999,F6563,SADF,SABE,87593099999,87576099999"
Argentina,2020-10-20,16.1,12.0,14.0,16.1,12.0,14.0,8.8,72.0,32.51,100,12.5,rain,0.0,0.0,55.4,46.2,117.1,1023.8,87.7,8.0,88.4,7.6,4,,2020-10-20T06:04:26,2020-10-20T19:12:27,0.09,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"87582099999,87585099999,87553099999,F6563,SADF,SABE,87593099999,87576099999"
Argentina,2020-10-21,17.0,12.5,15.3,17.0,12.5,15.3,9.6,69.5,2.31,100,8.33,rain,0.0,0.0,58.9,44.5,101.5,1025.6,70.8,9.5,124.8,10.8,5,,2020-10-21T06:03:15,2020-10-21T19:13:19,0.14,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"87582099999,87585099999,87553099999,F6563,SAEZ,SADF,SABE,87593099999,87576099999"
Argentina,2020-10-22,17.1,14.1,15.6,17.1,14.1,15.6,13.8,89.3,18.25,100,16.67,rain,1.0,0.6,51.8,37.1,99.9,1020.5,98.9,8.7,47.0,3.9,2,,2020-10-22T06:02:04,2020-10-22T19:14:12,0.2,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain or snow throughout the day.,snow,"87582099999,87585099999,87553099999,F6563,SADF,SABE,87593099999,87576099999"
Argentina,2020-10-23,21.2,16.2,18.7,21.2,16.2,18.7,17.2,91.2,0.03,100,4.17,rain,0.0,0.4,,16.0,107.8,1015.3,92.1,9.7,207.2,18.0,9,,2020-10-23T06:00:54,2020-10-23T19:15:05,0.25,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.,rain,"87582099999,87585099999,87553099999,F6563,SADF,SABE,87593099999,87576099999"
Argentina,2020-10-24,21.6,16.9,18.6,21.6,16.9,18.6,17.3,92.1,0.0,0,0.0,,0.0,0.0,,22.0,104.5,1013.3,83.8,6.6,273.6,23.5,10,,2020-10-24T05:59:46,2020-10-24T19:15:58,0.3,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"87582099999,87585099999,87553099999,F6563,SADF,SABE,87593099999,87576099999"
Argentina,2020-10-25,21.4,18.2,20.0,21.4,18.2,20.0,18.9,93.5,17.42,100,8.33,rain,0.0,0.0,,20.1,146.1,1008.2,89.7,9.1,65.8,5.7,3,,2020-10-25T05:58:38,2020-10-25T19:16:52,0.35,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"87582099999,87585099999,87553099999,F6563,SADF,SABE,87593099999,87576099999"
Argentina,2020-10-26,22.0,15.8,18.2,22.0,15.8,18.2,10.4,63.4,0.0,0,0.0,,0.0,0.0,37.1,21.6,154.0,1012.8,22.8,10.0,313.6,26.9,10,,2020-10-26T05:57:32,2020-10-26T19:17:46,0.39,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"87582099999,87585099999,87553099999,F6563,SADF,SABE,87593099999,87576099999"
Argentina,2020-10-27,20.6,12.8,17.1,20.6,12.8,17.1,8.2,57.1,0.0,0,0.0,,0.0,0.0,,21.6,107.8,1009.9,2.9,10.0,318.5,27.6,10,,2020-10-27T05:56:26,2020-10-27T19:18:41,0.43,Clear,Clear conditions throughout the day.,clear-day,"87582099999,87585099999,87553099999,F6563,SAEZ,SADF,SABE,87593099999,87576099999"
Argentina,2020-10-28,21.2,13.4,15.9,21.2,13.4,15.9,10.0,69.1,0.51,100,4.17,rain,0.0,0.0,44.6,22.1,170.6,1011.1,69.3,9.9,124.4,10.8,6,,2020-10-28T05:55:22,2020-10-28T19:19:36,0.46,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"87582099999,87585099999,87553099999,F6563,SAEZ,SADF,SABE,87593099999,87576099999"
Argentina,2020-10-29,17.9,11.7,14.5,17.9,11.7,14.5,6.2,59.5,0.0,0,0.0,,0.0,0.0,33.5,21.3,188.7,1021.1,24.2,10.0,247.1,21.4,7,,2020-10-29T05:54:19,2020-10-29T19:20:31,0.48,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"87582099999,87585099999,87553099999,F6563,SAEZ,SADF,SABE,87593099999,87576099999"
Argentina,2020-10-30,17.1,9.5,14.0,17.1,9.5,14.0,6.6,61.8,0.0,0,0.0,,0.0,0.0,,19.0,107.8,1027.2,25.9,10.0,343.9,29.7,10,,2020-10-30T05:53:17,2020-10-30T19:21:27,0.49,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"87582099999,87585099999,87553099999,SADF,SABE,87593099999,87576099999"
Argentina,2020-10-31,20.3,12.8,16.7,20.3,12.8,16.7,8.7,60.9,0.0,0,0.0,,0.0,0.0,,19.1,76.2,1025.9,5.4,10.0,311.2,26.9,10,,2020-10-31T05:52:16,2020-10-31T19:22:23,0.5,Clear,Clear conditions throughout the day.,clear-day,"87582099999,87585099999,87553099999,F6563,SADF,SABE,87593099999,87576099999"
Argentina,2020-11-01,21.6,15.6,18.6,21.6,15.6,18.6,10.5,60.2,0.0,0,0.0,,0.0,0.0,,23.3,118.6,1022.8,2.0,10.0,354.5,30.8,10,,2020-11-01T05:51:17,2020-11-01T19:23:19,0.51,Clear,Clear conditions throughout the day.,clear-day,"87582099999,87585099999,87553099999,F6563,SADF,SABE,87593099999,87576099999"
Argentina,2020-11-02,21.6,16.5,19.2,21.6,16.5,19.2,10.3,57.2,0.0,0,0.0,,0.0,0.0,,22.9,70.3,1019.6,12.9,10.0,316.1,27.3,10,,2020-11-02T05:50:19,2020-11-02T19:24:16,0.52,Clear,Clear conditions throughout the day.,clear-day,"87582099999,87585099999,87553099999,F6563,SADF,SABE,87593099999,87576099999"
Argentina,2020-11-03,21.6,16.8,19.0,21.6,16.8,19.0,14.4,74.9,0.0,0,0.0,,0.0,0.0,,32.0,83.8,1020.2,20.7,10.0,321.6,27.7,10,,2020-11-03T05:49:22,2020-11-03T19:25:13,0.54,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"87582099999,87585099999,87553099999,F6563,SAEZ,SADF,SABE,87593099999,87576099999"
Argentina,2020-11-04,22.2,15.8,19.1,22.2,15.8,19.1,10.9,59.6,0.0,0,0.0,,0.0,0.0,42.5,31.6,55.8,1022.2,36.8,10.0,350.0,30.3,10,,2020-11-04T05:48:27,2020-11-04T19:26:10,0.57,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"87582099999,87585099999,87553099999,SADF,SABE,87593099999,87576099999"
Argentina,2020-11-05,23.0,15.7,19.0,23.0,15.7,19.0,11.3,61.6,0.0,0,0.0,,0.0,0.0,53.6,31.5,57.8,1019.9,13.6,10.0,345.0,29.7,10,,2020-11-05T05:47:33,2020-11-05T19:27:08,0.61,Clear,Clear conditions throughout the day.,clear-day,"87582099999,87585099999,87553099999,F6563,SAEZ,SADF,SABE,87593099999,87576099999"
Argentina,2020-11-06,24.3,17.1,20.3,24.3,17.1,20.3,14.4,69.9,0.0,0,0.0,,0.0,0.0,37.1,27.1,99.7,1018.8,36.2,10.0,309.6,26.8,10,,2020-11-06T05:46:41,2020-11-06T19:28:05,0.65,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"87582099999,87585099999,87553099999,SADF,SABE,87593099999,87576099999"
Argentina,2020-11-07,23.5,18.9,20.9,23.5,18.9,20.9,15.9,73.4,0.0,0,0.0,,0.0,0.0,,22.9,89.1,1020.2,25.5,10.0,265.7,22.8,10,,2020-11-07T05:45:50,2020-11-07T19:29:03,0.7,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"87582099999,87585099999,87553099999,F6563,SADF,SABE,87593099999,87576099999"
Argentina,2020-11-08,24.2,18.7,20.9,24.2,18.7,20.9,15.2,70.5,0.0,0,0.0,,0.0,0.0,,27.0,91.2,1019.9,31.5,10.0,379.0,32.7,10,,2020-11-08T05:45:00,2020-11-08T19:30:01,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"87582099999,87585099999,87553099999,F6563,SADF,SABE,87593099999,87576099999"
Argentina,2020-11-09,20.9,18.3,19.6,20.9,18.3,19.6,14.5,72.6,0.0,0,0.0,,0.0,0.0,,27.1,86.8,1018.7,89.7,10.0,128.8,11.2,8,,2020-11-09T05:44:12,2020-11-09T19:31:00,0.8,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"87582099999,87585099999,87553099999,F6563,SADF,SABE,87593099999,87576099999"
Argentina,2020-11-10,23.1,17.7,20.3,23.1,17.7,20.3,15.1,72.3,0.0,0,0.0,,0.0,0.0,,27.3,87.6,1017.2,40.8,9.8,230.0,19.8,10,,2020-11-10T05:43:26,2020-11-10T19:31:58,0.86,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"87582099999,87585099999,87553099999,F6563,SADF,SABE,87593099999,87576099999"
Argentina,2020-11-11,23.3,17.8,20.3,23.3,17.8,20.3,15.1,72.1,0.0,0,0.0,,0.0,0.0,,27.4,78.8,1017.4,25.8,10.0,326.1,28.3,10,,2020-11-11T05:42:41,2020-11-11T19:32:57,0.91,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"87582099999,87585099999,87553099999,F6563,SADF,SABE,87593099999,87576099999"
Argentina,2020-11-12,22.8,18.1,20.3,22.8,18.1,20.3,15.5,74.2,0.0,0,0.0,,0.0,0.0,,24.6,78.0,1016.2,27.4,10.0,289.3,25.0,10,,2020-11-12T05:41:57,2020-11-12T19:33:56,0.95,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"87582099999,87585099999,87553099999,F6563,SAEZ,SADF,SABE,87593099999,87576099999"
Argentina,2020-11-13,23.9,18.9,21.2,23.9,18.9,21.2,17.0,77.2,0.0,0,0.0,,0.0,0.0,,23.6,73.7,1013.2,47.4,10.0,289.1,24.8,10,,2020-11-13T05:41:16,2020-11-13T19:34:54,0.98,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"87582099999,87585099999,87553099999,F6563,SAEZ,SADF,SABE,87593099999,86560099999,87576099999"
Argentina,2020-11-14,24.3,19.7,22.1,24.3,19.7,22.1,16.7,71.9,0.06,100,4.17,rain,0.0,0.0,,19.0,206.7,1010.4,83.9,10.0,105.6,8.8,3,,2020-11-14T05:40:36,2020-11-14T19:35:53,1.0,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"87582099999,87585099999,87553099999,F6563,SADF,SABE,87593099999,87576099999"
Argentina,2020-11-15,25.1,15.9,20.5,25.1,15.9,20.5,11.5,59.5,0.0,0,0.0,,0.0,0.0,38.9,18.4,173.9,1013.6,43.7,10.0,328.9,28.4,10,,2020-11-15T05:39:57,2020-11-15T19:36:52,0.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"87582099999,87585099999,87553099999,F6563,SADF,SABE,87593099999,87576099999"
Argentina,2020-11-16,24.2,15.3,20.5,24.2,15.3,20.5,11.7,58.7,0.0,0,0.0,,0.0,0.0,,18.0,111.0,1014.8,7.2,10.0,399.4,34.4,10,,2020-11-16T05:39:21,2020-11-16T19:37:51,0.01,Clear,Clear conditions throughout the day.,clear-day,"87582099999,87585099999,87553099999,F6563,SAEZ,SADF,SABE,87593099999,86560099999,87576099999"
Argentina,2020-11-17,25.2,17.6,22.1,25.2,17.6,22.1,12.5,54.9,0.0,0,0.0,,0.0,0.0,,19.1,164.3,1013.2,28.9,10.0,271.9,23.4,10,,2020-11-17T05:38:46,2020-11-17T19:38:50,0.04,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"87582099999,87585099999,87553099999,F6563,SADF,SABE,87593099999,87576099999"
Argentina,2020-11-18,25.1,18.6,21.7,25.1,18.6,21.7,14.1,62.8,1.85,100,4.17,rain,0.0,0.0,,22.8,149.9,1013.0,30.8,9.9,231.0,20.1,10,,2020-11-18T05:38:13,2020-11-18T19:39:48,0.07,"Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain.,rain,"87582099999,87585099999,87553099999,F6563,SAEZ,SADF,SABE,87593099999,87576099999"
